Producto;Cantidad;Categoría;Fecha/Hora;Valor del Descuento;Motivo del Descuento;Ventas NETAS;Tipo de Venta;Opción de Comer;Código Fiscal;Impuesto;Ventas TOTALES;Precio de Coste;Margen;Método de Pago;Nominal;A/C Ref;Notas;Identificación del Cliente;ProductId
OCA  Fournier;1.0000;Juegos y regalos;02/07/2026 12:53:10;0.0000;;4.09000;Eat in;0;;0.86;4.95000;2.74000;1.35000;Tarjeta;;;;;2150517
Tarjetas Felicidades MP;1.0000;Juegos y regalos;02/07/2026 12:52:32;0.0000;;1.78000;Eat in;0;;0.37;2.15000;0.95000;0.83000;Tarjeta;;;;;2160601
Tarjetas Felicidades Arguval A5.;1.0000;Juegos y regalos;02/07/2026 12:52:32;0.0000;;1.82000;Eat in;0;;0.38;2.20000;1.10000;0.72000;Tarjeta;;;;;2160593
G2 0.7 Rojo;1.0000;Bolígrafos;02/07/2026 12:25:39;0.0000;;1.65000;Eat in;0;;0.35;2.00000;0.95000;0.70000;Efectivo;;;;;2154034
Forro de libro ajustable MP 28 cm;1.0000;Oficina;02/07/2026 12:25:39;0.0000;;0.70000;Eat in;0;;0.15;0.85000;0.25000;0.45000;Efectivo;;;;;2159567
G2 0.7 Azul;1.0000;Bolígrafos;02/07/2026 12:25:39;0.0000;;1.65000;Eat in;0;;0.35;2.00000;0.95000;0.70000;Efectivo;;;;;2154033
Afilador Milan DUO variado;1.0000;Lápices y portaminas;02/07/2026 12:19:18;0.0000;;2.64000;Eat in;0;;0.56;3.20000;1.68000;0.96000;Tarjeta;;;;;2156993
Afilador Faber-Castell deposito trans;1.0000;Lápices y portaminas;02/07/2026 12:19:18;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.47000;0.36000;Tarjeta;;;;;2157000
Afilador Cuña metal ;1.0000;Lápices y portaminas;02/07/2026 12:19:18;0.0000;;0.99000;Eat in;0;;0.21;1.20000;0.38700;0.60300;Tarjeta;;;;;2156493
Afilador Cuña metal ;1.0000;Lápices y portaminas;02/07/2026 12:19:18;0.0000;;0.99000;Eat in;0;;0.21;1.20000;0.38700;0.60300;Tarjeta;;;;;2156493
Afilador Milan Compact 1918;1.0000;Lápices y portaminas;02/07/2026 12:19:18;0.0000;;2.64000;Eat in;0;;0.56;3.20000;1.68000;0.96000;Tarjeta;;;;;2156992
Borrable Frixion Ball 0.7 Azul;1.0000;Bolígrafos;02/07/2026 12:04:46;0.0000;;1.90000;Eat in;0;;0.40;2.30000;1.34000;0.56000;Tarjeta;;;;;2152791
Sobre con cierre de Velcro. 180x250 A5 90426;1.0000;Oficina;02/07/2026 12:04:46;0.0000;;0.87000;Eat in;0;;0.18;1.05000;0.50000;0.37000;Tarjeta;;;;;2157160
Espiral A5 Cuadrovia 5mm;1.0000;Cuadernos y bloc;02/07/2026 12:04:46;0.0000;;1.36000;Eat in;0;;0.29;1.65000;0.75000;0.61000;Tarjeta;;;;;2158789
Bicolor ;1.0000;Colores y pintura;02/07/2026 12:04:46;0.0000;;0.95000;Eat in;0;;0.20;1.15000;0.50200;0.44800;Tarjeta;;;;;2154217
Afilador Faber-Castell deposito trans;1.0000;Lápices y portaminas;02/07/2026 12:04:46;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.47000;0.36000;Tarjeta;;;;;2157000
Multi Bag B6 34126;1.0000;Oficina;02/07/2026 12:04:46;0.0000;;2.36000;Eat in;0;;0.49;2.85000;1.69000;0.67000;Tarjeta;;;;;2157178
Goma Milán 430;2.0000;Artículos generales;02/07/2026 12:04:46;0.0000;;0.99000;Eat in;0;;0.21;1.20000;0.26800;0.72200;Tarjeta;;;;;2156974
Sobre Velcro A4 Ref 90111 variado;2.0000;Oficina;02/07/2026 12:04:46;0.0000;;2.07000;Eat in;0;;0.43;2.50000;1.20000;0.87000;Tarjeta;;;;;2157225
Borrable Frixion Ball 0.7 Negro;1.0000;Bolígrafos;02/07/2026 12:04:46;0.0000;;1.90000;Eat in;0;;0.40;2.30000;1.34000;0.56000;Tarjeta;;;;;2152793
Sobre Velcro A4 Ref 90111 variado;1.0000;Oficina;02/07/2026 12:04:46;0.0000;;1.03000;Eat in;0;;0.22;1.25000;0.60000;0.43000;Tarjeta;;;;;2157225
Noris HB ;2.0000;Lápices y portaminas;02/07/2026 12:04:46;0.0000;;1.32000;Eat in;0;;0.28;1.60000;0.58000;0.74000;Tarjeta;;;;;2160892
Pegamento Barra Pritt 20g;1.0000;Oficina;02/07/2026 12:04:46;0.0000;;1.65000;Eat in;0;;0.35;2.00000;1.04000;0.61000;Tarjeta;;;;;2162578
Cera BIC Plastidecor 12 c;1.0000;Escolar y manualidades;02/07/2026 12:04:46;0.0000;;3.18000;Eat in;0;;0.67;3.85000;1.99000;1.19000;Tarjeta;;;;;2151348
Goma Milán nata 612;1.0000;Artículos generales;02/07/2026 12:04:46;0.0000;;0.79000;Eat in;0;;0.16;0.95000;0.36200;0.42800;Tarjeta;;;;;2156980
Cera BIC Plastidecor 12 c;1.0000;Escolar y manualidades;02/07/2026 12:04:46;0.0000;;3.18000;Eat in;0;;0.67;3.85000;1.99000;1.19000;Tarjeta;;;;;2151348
Pegamento Barra Pritt 20g;1.0000;Oficina;02/07/2026 12:04:46;0.0000;;1.65000;Eat in;0;;0.35;2.00000;1.04000;0.61000;Tarjeta;;;;;2162578
Noris HB ;2.0000;Lápices y portaminas;02/07/2026 12:04:46;0.0000;;1.32000;Eat in;0;;0.28;1.60000;0.58000;0.74000;Tarjeta;;;Javier vuelta al cole ;;2160892
Carpetas Folio 30 Fundas Carchiplas;1.0000;Oficina;02/07/2026 12:04:46;0.0000;;7.36000;Eat in;0;;1.54;8.90000;3.50000;3.86000;Tarjeta;;;;;2401684
Borrable Frixion Ball 0.7 Rojo;1.0000;Bolígrafos;02/07/2026 12:04:46;0.0000;;1.90000;Eat in;0;;0.40;2.30000;1.34000;0.56000;Tarjeta;;;;;2152790
Tijera Bismark Kids;1.0000;Oficina;02/07/2026 12:04:46;0.0000;;0.87000;Eat in;0;;0.18;1.05000;0.56000;0.31000;Tarjeta;;;;;2157034
Bloc Campus A5 4x4 60gr;6.0000;Escolar y manualidades;02/07/2026 12:04:46;0.0000;;7.69000;Eat in;0;;1.61;9.30000;4.06200;3.62800;Tarjeta;;1143;;;2405700
Regla Bismark 30 cm metal;1.0000;Escolar y manualidades;02/07/2026 12:04:46;0.0000;;2.07000;Eat in;0;;0.43;2.50000;0.72000;1.35000;Tarjeta;;;;;2151903
Etiqueta Libro Plus Color 28x65;1.0000;Papel;02/07/2026 12:04:46;0.0000;;1.28000;Eat in;0;;0.27;1.55000;0.46000;0.82000;Tarjeta;;;;;2410280
Bic Kids pack 12;1.0000;Colores y pintura;02/07/2026 12:04:46;0.0000;;3.02000;Eat in;0;;0.63;3.65000;1.76000;1.26000;Tarjeta;;;;;2205579
Carpeta A5 2anillas estrecho;1.0000;Oficina;02/07/2026 12:04:46;0.0000;;4.79000;Eat in;0;;1.01;5.80000;2.66000;2.13000;Tarjeta;;3130630510727, 3130630510734, 3130630510;;;2410044
Regla Bismark 20 cm metal;1.0000;Escolar y manualidades;02/07/2026 12:04:46;0.0000;;1.36000;Eat in;0;;0.29;1.65000;0.55000;0.81000;Tarjeta;;;;;2151901
Bic Kids pack 12;1.0000;Colores y pintura;02/07/2026 12:04:46;0.0000;;3.02000;Eat in;0;;0.63;3.65000;1.76000;1.26000;Tarjeta;;;;;2205579
Tijera Campus;1.0000;Oficina;02/07/2026 12:04:46;0.0000;;3.06000;Eat in;0;;0.64;3.70000;2.30000;0.76000;Tarjeta;;;;;2157045
Copia A4 B/N;1.0000;Copisteria;02/07/2026 12:02:09;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;02/07/2026 12:02:09;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;02/07/2026 11:59:49;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;02/07/2026 11:59:49;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Doble Cara A4 B/N;11.0000;Copisteria;02/07/2026 11:59:49;0.0000;;2.27000;Eat in;0;;0.48;2.75000;0.55000;1.72000;Efectivo;;;;;2160046
Bolsa Cuadrada Kraft Grande;1.0000;;02/07/2026 11:55:50;0.0000;;0.58000;Eat in;0;;0.12;0.70000;0.29000;0.29000;Tarjeta;;;;374053;2161733
Celo doble cara Erich Krause;1.0000;Oficina;02/07/2026 11:55:50;0.0000;;1.86000;Eat in;0;;0.39;2.25000;0.81000;1.05000;Tarjeta;;;;374053;2151544
Double A 100 hojas;1.0000;Papel de oficina y etiquetas;02/07/2026 11:55:50;0.0000;;2.48000;Eat in;0;;0.52;3.00000;1.28000;1.20000;Tarjeta;;;;374053;2159670
Copia A4 B/N;1.0000;Copisteria;02/07/2026 11:45:02;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;02/07/2026 11:41:16;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Encuadernación peq;3.0000;Copisteria;02/07/2026 11:13:59;0.0000;;7.69000;Eat in;0;;1.61;9.30000;0.15000;7.54000;Tarjeta;;;;;2160057
Borrable Frixion clicker 0.7 Rojo;1.0000;Bolígrafos;02/07/2026 10:41:07;0.0000;;2.14000;Eat in;0;;0.45;2.59000;1.40000;0.74000;Tarjeta;;;;;2152785
Doble Cara A4 B/N;13.0000;Copisteria;02/07/2026 10:41:07;0.0000;;2.69000;Eat in;0;;0.56;3.25000;0.65000;2.04000;Tarjeta;;;;;2160046
Borrable Frixion clicker 0.7 Azul;1.0000;Bolígrafos;02/07/2026 10:41:07;0.0000;;2.14000;Eat in;0;;0.45;2.59000;1.40000;0.74000;Tarjeta;;;;;2152783
Espiral A5 Cuadriculado 5x5 TP 5 colores;1.0000;Cuadernos y bloc;02/07/2026 10:41:07;0.0000;;3.55000;Eat in;0;;0.75;4.30000;2.96000;0.59000;Tarjeta;;;;;2158771
Fundas Multilastradas 6822;1.0000;Copisteria;02/07/2026 10:23:24;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Tarjeta;;;;;2162187
Copia A4 B/N;4.0000;Copisteria;02/07/2026 10:23:24;0.0000;;0.50000;Eat in;0;;0.10;0.60000;0.20000;0.30000;Tarjeta;;;;;2160044
Pizarra Velleda Negro;2.0000;Rotuladores y marcadores;02/07/2026 10:21:01;0.0000;;2.56000;Eat in;0;;0.54;3.10000;1.32000;1.24000;Tarjeta;;;;374042;2152765
Bic Cristal Large 1.6 Azul;2.0000;Bolígrafos;02/07/2026 10:21:01;0.0000;;1.16000;Eat in;0;;0.24;1.40000;0.39080;0.76920;Tarjeta;;;;374042;2205499
Espiral A4 Cuadriculado 4x4;1.0000;Cuadernos y bloc;02/07/2026 10:21:01;0.0000;;3.84000;Eat in;0;;0.81;4.65000;2.38000;1.46000;Tarjeta;;;;374042;2158886
Info notes 50x75 Amarilla;1.0000;Papel de oficina y etiquetas;02/07/2026 10:21:01;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.33000;0.50000;Tarjeta;;;;374042;2341116
Bolsa Cuadrada Kraft Grande;1.0000;;02/07/2026 10:21:01;0.0000;;0.58000;Eat in;0;;0.12;0.70000;0.29000;0.29000;Tarjeta;;;;374042;2161733
Textiliner 48  Amarillo;2.0000;Resaltadores;02/07/2026 10:21:01;0.0000;;2.15000;Eat in;0;;0.45;2.60000;0.90000;1.25000;Tarjeta;;;;374042;2154275
Bic Cristal Large 1.6 Negro;2.0000;Bolígrafos;02/07/2026 10:21:01;0.0000;;1.16000;Eat in;0;;0.24;1.40000;0.39080;0.76920;Tarjeta;;;;374042;2205501
Textiliner 48  Naranja;1.0000;Resaltadores;02/07/2026 10:21:01;0.0000;;1.07000;Eat in;0;;0.23;1.30000;0.45000;0.62000;Tarjeta;;;;374042;2154280
Rojo Fun 1.6;2.0000;Bolígrafos;02/07/2026 10:21:01;0.0000;;1.16000;Eat in;0;;0.24;1.40000;0.39400;0.76600;Tarjeta;;;;374042;2155711
Copia A4 B/N;2.0000;Copisteria;02/07/2026 10:16:03;0.0000;;0.25000;Eat in;0;;0.05;0.30000;0.10000;0.15000;Efectivo;;;;;2160044
Fundas Multilastradas 6822;1.0000;Copisteria;02/07/2026 10:13:01;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Tarjeta;;;;;2162187
Copia A4 Color;1.0000;Copisteria;02/07/2026 10:13:01;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
Copia A4 Color;1.0000;Copisteria;02/07/2026 10:13:01;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
1ª Página;1.0000;Copisteria;02/07/2026 10:10:44;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.05000;0.78000;Efectivo;;;;;2160065
Doble Cara A4 B/N;9.0000;Copisteria;02/07/2026 10:10:44;0.0000;;1.86000;Eat in;0;;0.39;2.25000;0.45000;1.41000;Efectivo;;;;;2160046
2ª Pag;7.0000;Copisteria;02/07/2026 10:10:44;0.0000;;0.69000;Eat in;0;;0.15;0.84000;0.35000;0.34000;Efectivo;;;;;2160067
1ª Página;1.0000;Copisteria;01/07/2026 19:59:50;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.05000;0.78000;Efectivo;;;;;2160065
2ª Pag;19.0000;Copisteria;01/07/2026 19:59:50;0.0000;;1.88000;Eat in;0;;0.40;2.28000;0.95000;0.93000;Efectivo;;;;;2160067
Copia A4 B/N;1.0000;Copisteria;01/07/2026 19:59:16;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;01/07/2026 19:59:16;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Fundas Multilastradas 6822;1.0000;Copisteria;01/07/2026 19:59:16;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Efectivo;;;;;2162187
Copia A4 B/N;1.0000;Copisteria;01/07/2026 19:59:01;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;01/07/2026 19:59:01;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Navigator 80;3.0000;Papel de oficina y etiquetas;01/07/2026 19:58:30;0.0000;;19.96000;Eat in;0;;4.19;24.15000;11.67000;8.29000;Efectivo;;;;;2159676
Permanente 1200 Negro;2.0000;Rotuladores y marcadores;01/07/2026 19:55:48;0.0000;;1.98000;Eat in;0;;0.42;2.40000;0.92000;1.06000;Tarjeta;;;;373978;2162587
Oxford A4 Cuadriculado 5x5 120H;1.0000;Papel de oficina y etiquetas;01/07/2026 19:55:48;0.0000;;5.12000;Eat in;0;;1.08;6.20000;3.30000;1.82000;Tarjeta;;;;373978;2158554
Pack 12 aquarela Grip;1.0000;Colores y pintura;01/07/2026 19:30:03;0.0000;;6.45000;Eat in;0;;1.35;7.80000;5.48000;0.97000;Tarjeta;;;;;2155373
Neon TXTLNR x4;1.0000;Resaltadores;01/07/2026 19:30:03;0.0000;;3.60000;Eat in;0;;0.75;4.35000;2.58000;1.02000;Tarjeta;;;;;2156538
Stabilo Neon 88/6-1 Pack 6;1.0000;Rotuladores y marcadores;01/07/2026 19:30:03;0.0000;;4.75000;Eat in;0;;1.00;5.75000;3.29000;1.46000;Tarjeta;;;;;2205512
Pluma V pen Azul M;1.0000;Bolígrafos;01/07/2026 19:13:14;0.0000;;3.18000;Eat in;0;;0.67;3.85000;1.71000;1.47000;Tarjeta;;;;;2153173
Superblock A5 Pasca 120H 90g;1.0000;Escolar y manualidades;01/07/2026 19:11:19;0.0000;;3.93000;Eat in;0;;0.82;4.75000;2.74000;1.19000;Efectivo;;;;;2243052
Noris 3H;1.0000;Lápices y portaminas;01/07/2026 18:56:34;0.0000;;0.66000;Eat in;0;;0.14;0.80000;0.29000;0.37000;Tarjeta;;;;;2160906
Subcarpetas Praxton colores;1.0000;Oficina;01/07/2026 18:48:04;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.14760;0.22240;Tarjeta;;;;;2225489
Copia A4 B/N;1.0000;Copisteria;01/07/2026 18:48:04;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Bolsas Kraft Alcochadas SAM AK 5E;8.0000;Otros;01/07/2026 18:40:08;0.0000;;6.28000;Eat in;0;;1.32;7.60000;1.96000;4.32000;Tarjeta;;;;;2162030
Copia A4 B/N;4.0000;Copisteria;01/07/2026 18:38:07;0.0000;;0.50000;Eat in;0;;0.10;0.60000;0.20000;0.30000;Efectivo;;;;;2160044
Goma Milán 430;1.0000;Artículos generales;01/07/2026 18:34:59;0.0000;;0.50000;Eat in;0;;0.10;0.60000;0.13400;0.36600;Tarjeta;;;;;2156974
Jetstream 1.0 Negro;2.0000;Bolígrafos;01/07/2026 18:34:59;0.0000;;3.22000;Eat in;0;;0.68;3.90000;1.50000;1.72000;Tarjeta;;;;;2152955
Minas OF9127 HB 0.5;1.0000;Lápices y portaminas;01/07/2026 18:34:59;0.0000;;0.82000;Eat in;0;;0.17;0.99000;0.30000;0.52000;Tarjeta;;;;;2154161
Copia A4 B/N;34.0000;Copisteria;01/07/2026 18:31:01;0.0000;;4.21000;Eat in;0;;0.89;5.10000;1.70000;2.51000;Tarjeta;;;;;2160044
Fundas Multilastradas 6822;1.0000;Copisteria;01/07/2026 18:31:01;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Tarjeta;;;;;2162187
Fundas Multilastradas 6822;1.0000;Copisteria;01/07/2026 18:31:01;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Tarjeta;;;;;2162187
Copia A4 B/N;1.0000;Copisteria;01/07/2026 18:15:55;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;16.0000;Copisteria;01/07/2026 18:14:47;0.0000;;1.98000;Eat in;0;;0.42;2.40000;0.80000;1.18000;Efectivo;;;;;2160044
Fundas Multilastradas 6822;1.0000;Copisteria;01/07/2026 18:14:47;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04670;0.16330;Efectivo;;;;;2162187
Copia A3 Color;1.0000;Copisteria;01/07/2026 18:01:20;0.0000;;0.54000;Eat in;0;;0.11;0.65000;0.05000;0.49000;Credit;;;;338392;2160050
Copia A3 Color;1.0000;Copisteria;01/07/2026 18:01:20;0.0000;;0.54000;Eat in;0;;0.11;0.65000;0.05000;0.49000;Credit;;;;338392;2160050
Copia A4 Color;1.0000;Copisteria;01/07/2026 18:01:20;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Credit;;;;338392;2160049
Copia A4 Color;1.0000;Copisteria;01/07/2026 18:01:20;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Credit;;;;338392;2160049
Menor Igual A5;1.0000;Copisteria;01/07/2026 17:27:57;0.0000;;1.24000;Eat in;0;;0.26;1.50000;0.05000;1.19000;Tarjeta;;;;;2160070
Copia A4 Color;1.0000;Copisteria;01/07/2026 17:27:57;0.0000;;0.37000;Eat in;0;;0.08;0.45000;0.05000;0.32000;Tarjeta;;;;;2160049
Copia A4 B/N;1.0000;Copisteria;01/07/2026 17:16:03;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Tarjeta;;;;;2160044
Posca Uni PC-17K;1.0000;Rotuladores y marcadores;01/07/2026 17:14:22;0.0000;;9.50000;Eat in;0;;2.00;11.50000;5.23000;4.27000;Credit;;4902778364161;;338392;2409995
Panini Cromos Mundial 2026;20.0000;Otros;01/07/2026 17:09:52;0.0000;;24.79000;Eat in;0;;5.21;30.00000;20.14200;4.64800;Efectivo;;;;;2336673
Ficha L2 Praxton Lisa;1.0000;Oficina;01/07/2026 17:03:52;0.0000;;2.11000;Eat in;0;;0.44;2.55000;0.98000;1.13000;Efectivo;;;;;2175365
Hojas Milimetrado Canson A3 12U;1.0000;Escolar y manualidades;01/07/2026 13:34:40;0.0000;;3.43000;Eat in;0;;0.72;4.15000;1.25000;2.18000;Tarjeta;;;;;2159553
Copia A4 B/N;15.0000;Copisteria;01/07/2026 13:00:57;0.0000;;1.86000;Eat in;0;;0.39;2.25000;0.75000;1.11000;Efectivo;;;;;2160044
1ª Página;1.0000;Copisteria;01/07/2026 13:00:57;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.05000;0.78000;Efectivo;;;;;2160065
2ª Pag;37.0000;Copisteria;01/07/2026 13:00:57;0.0000;;3.67000;Eat in;0;;0.77;4.44000;1.85000;1.82000;Efectivo;;;;;2160067
Tarjetas Felicidades Arguval A5.;1.0000;Juegos y regalos;01/07/2026 12:53:09;0.0000;;1.82000;Eat in;0;;0.38;2.20000;1.10000;0.72000;Efectivo;;;;;2160593
Pincel JOVI 8;1.0000;Escolar y manualidades;01/07/2026 12:51:58;0.0000;;0.79000;Eat in;0;;0.16;0.95000;0.28000;0.51000;Efectivo;;;;338945;2151988
Pincel JOVI 7;1.0000;Escolar y manualidades;01/07/2026 12:51:58;0.0000;;0.74000;Eat in;0;;0.16;0.90000;0.26000;0.48000;Efectivo;;;;338945;2151990
Pincel JOVI 9;3.0000;Escolar y manualidades;01/07/2026 12:51:58;0.0000;;2.73000;Eat in;0;;0.57;3.30000;0.90000;1.83000;Efectivo;;;;338945;2151985
Noris 2HB con Goma;1.0000;Lápices y portaminas;01/07/2026 12:47:03;0.0000;;0.79000;Eat in;0;;0.16;0.95000;0.47000;0.32000;Tarjeta;;;;;2160876
Doble Cara A4 B/N;10.0000;Copisteria;01/07/2026 12:43:18;0.0000;;2.07000;Eat in;0;;0.43;2.50000;0.50000;1.57000;Tarjeta;;;;;2160046
Fundas Multilastradas A5;1.0000;Copisteria;01/07/2026 12:43:18;0.0000;;0.21000;Eat in;0;;0.04;0.25000;0.04000;0.17000;Tarjeta;;;;;2162595
Copia A4 B/N;1.0000;Copisteria;01/07/2026 12:23:45;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Doble Cara A4 Color;13.0000;Copisteria;01/07/2026 12:22:10;0.0000;;8.60000;Eat in;0;;1.80;10.40000;0.65000;7.95000;Efectivo;;;;;2160051
Copia A4 B/N;2.0000;Copisteria;01/07/2026 12:17:26;0.0000;;0.25000;Eat in;0;;0.05;0.30000;0.10000;0.15000;Efectivo;;;;;2160044
Cinta embalaje Trans MP 100m;1.0000;Oficina;01/07/2026 12:14:20;0.0000;;2.52000;Eat in;0;;0.53;3.05000;1.27000;1.25000;Efectivo;;;;;2151547
Copia A4 B/N;18.0000;Copisteria;01/07/2026 12:12:32;0.0000;;2.23000;Eat in;0;;0.47;2.70000;0.90000;1.33000;Efectivo;;;;;2160044
Copia A4 B/N;7.0000;Copisteria;01/07/2026 11:52:52;0.0000;;0.87000;Eat in;0;;0.18;1.05000;0.35000;0.52000;Tarjeta;;;;;2160044
1ª Página;1.0000;Copisteria;01/07/2026 11:52:52;0.0000;;0.83000;Eat in;0;;0.17;1.00000;0.05000;0.78000;Tarjeta;;;;;2160065
2ª Pag;6.0000;Copisteria;01/07/2026 11:52:52;0.0000;;0.60000;Eat in;0;;0.12;0.72000;0.30000;0.30000;Tarjeta;;;;;2160067
Menor Igual A5;5.0000;Copisteria;01/07/2026 11:12:35;0.0000;;6.20000;Eat in;0;;1.30;7.50000;0.25000;5.95000;Tarjeta;;;;;2160070
Copia A4 Color;5.0000;Copisteria;01/07/2026 11:12:35;0.0000;;1.86000;Eat in;0;;0.39;2.25000;0.25000;1.61000;Tarjeta;;;;;2160049
Sobre con cierre de Velcro. 180x250 A5 90426;1.0000;Oficina;01/07/2026 11:12:35;0.0000;;0.87000;Eat in;0;;0.18;1.05000;0.50000;0.37000;Tarjeta;;;;;2157160
Tauro 1/12 TP;1.0000;Cuadernos y bloc;01/07/2026 10:51:15;0.0000;;0.87000;Eat in;0;;0.18;1.05000;0.32000;0.55000;Tarjeta;;;;;2392504
Tauro 1/16 TP;1.0000;Cuadernos y bloc;01/07/2026 10:51:15;0.0000;;0.74000;Eat in;0;;0.16;0.90000;0.28000;0.46000;Tarjeta;;;;;2160539
Borrable Animal Colorino;1.0000;Rotuladores y marcadores;01/07/2026 10:51:15;0.0000;;1.53000;Eat in;0;;0.32;1.85000;0.75000;0.78000;Tarjeta;;;;;2306557
Bic Cristal 5 c;1.0000;Bolígrafos;01/07/2026 10:24:40;0.0000;;3.14000;Eat in;0;;0.66;3.80000;2.06000;1.08000;Tarjeta;;;;;2151945
Navigator 90;1.0000;Papel de oficina y etiquetas;01/07/2026 9:56:07;0.0000;;7.89000;Eat in;0;;1.66;9.55000;4.29000;3.60000;Efectivo;;;;;2159678
Maletín A4;1.0000;Oficina;01/07/2026 9:54:04;0.0000;;6.98000;Eat in;0;;1.47;8.45000;5.69000;1.29000;Tarjeta;;;;;2159365
Navigator 80;1.0000;Papel de oficina y etiquetas;01/07/2026 9:48:31;0.0000;;6.65000;Eat in;0;;1.40;8.05000;3.89000;2.76000;Efectivo;;;;341874;2159676
Navigator 80;1.0000;Papel de oficina y etiquetas;01/07/2026 9:48:31;0.0000;;6.65000;Eat in;0;;1.40;8.05000;3.89000;2.76000;Efectivo;;;;341874;2159676
G2 0.7 Azul;1.0000;Bolígrafos;01/07/2026 9:48:31;0.0000;;1.65000;Eat in;0;;0.35;2.00000;0.95000;0.70000;Efectivo;;;;341874;2154033
G2 0.7 Verde Oscuro;1.0000;Bolígrafos;01/07/2026 9:48:31;0.0000;;1.65000;Eat in;0;;0.35;2.00000;0.95000;0.70000;Efectivo;;;;341874;2154035
G2 0.7 Verde Violeta;1.0000;Bolígrafos;01/07/2026 9:48:31;0.0000;;1.65000;Eat in;0;;0.35;2.00000;0.95000;0.70000;Efectivo;;;;341874;2154036
Copia A4 B/N;1.0000;Copisteria;01/07/2026 9:37:51;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Doble Cara A4 B/N;6.0000;Copisteria;01/07/2026 9:37:34;0.0000;;1.24000;Eat in;0;;0.26;1.50000;0.30000;0.94000;Efectivo;;;;;2160046
Libreta A5 Liso;1.0000;Cuadernos y bloc;30/06/2026 19:44:10;0.0000;;2.07000;Eat in;0;;0.43;2.50000;0.89000;1.18000;Tarjeta;;;;;2158781
G2 0.7 Negro;1.0000;Bolígrafos;30/06/2026 19:44:10;0.0000;;2.47000;Eat in;0;;0.52;2.99000;0.67000;1.80000;Tarjeta;;;;;2154031
Noris 2HB con Goma;1.0000;Lápices y portaminas;30/06/2026 19:44:10;0.0000;;0.79000;Eat in;0;;0.16;0.95000;0.47000;0.32000;Tarjeta;;;;;2160876
Copia A4 B/N;1.0000;Copisteria;30/06/2026 19:43:33;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
Copia A4 B/N;1.0000;Copisteria;30/06/2026 19:43:33;0.0000;;0.12000;Eat in;0;;0.03;0.15000;0.05000;0.07000;Efectivo;;;;;2160044
