Producto,Fecha,Unidades_Vendidas
Servicio menor a 1 hora,2026-01-23,0.0
Servicio menor a 1 hora,2026-01-24,0.0
Servicio menor a 1 hora,2026-01-25,0.0
Servicio menor a 1 hora,2026-01-26,1.0
Servicio menor a 1 hora,2026-01-27,1.0
Servicio menor a 1 hora,2026-01-28,0.0
Servicio menor a 1 hora,2026-01-29,1.0
Servicio menor a 1 hora,2026-01-30,0.0
Servicio menor a 1 hora,2026-01-31,0.0
Servicio menor a 1 hora,2026-02-01,0.0
Servicio menor a 1 hora,2026-02-02,2.0
Servicio menor a 1 hora,2026-02-03,0.0
Servicio menor a 1 hora,2026-02-04,0.0
Servicio menor a 1 hora,2026-02-05,0.0
Servicio menor a 1 hora,2026-02-06,0.0
Servicio menor a 1 hora,2026-02-07,0.0
Servicio menor a 1 hora,2026-02-08,0.0
Servicio menor a 1 hora,2026-02-09,0.0
Servicio menor a 1 hora,2026-02-10,0.0
Servicio menor a 1 hora,2026-02-11,2.0
Servicio menor a 1 hora,2026-02-12,0.0
Servicio menor a 1 hora,2026-02-13,1.0
Servicio menor a 1 hora,2026-02-14,0.0
Servicio menor a 1 hora,2026-02-15,0.0
Servicio menor a 1 hora,2026-02-16,0.0
Servicio menor a 1 hora,2026-02-17,0.0
Servicio menor a 1 hora,2026-02-18,0.0
Servicio menor a 1 hora,2026-02-19,2.0
Servicio menor a 1 hora,2026-02-20,0.0
Servicio menor a 1 hora,2026-02-21,0.0
Servicio menor a 1 hora,2026-02-22,0.0
Servicio menor a 1 hora,2026-02-23,4.0
Servicio menor a 1 hora,2026-02-24,2.0
Servicio menor a 1 hora,2026-02-25,2.0
Servicio menor a 1 hora,2026-02-26,4.0
Servicio menor a 1 hora,2026-02-27,1.0
Servicio menor a 1 hora,2026-02-28,1.0
Servicio menor a 1 hora,2026-03-01,0.0
Servicio menor a 1 hora,2026-03-02,2.0
Servicio menor a 1 hora,2026-03-03,2.0
Servicio menor a 1 hora,2026-03-04,0.0
Servicio menor a 1 hora,2026-03-05,4.0
Servicio menor a 1 hora,2026-03-06,1.0
Servicio menor a 1 hora,2026-03-07,0.0
Servicio menor a 1 hora,2026-03-08,0.0
Servicio menor a 1 hora,2026-03-09,7.0
Servicio menor a 1 hora,2026-03-10,0.0
Servicio menor a 1 hora,2026-03-11,3.0
Servicio menor a 1 hora,2026-03-12,0.0
Servicio menor a 1 hora,2026-03-13,2.0
Servicio menor a 1 hora,2026-03-14,0.0
Servicio menor a 1 hora,2026-03-15,0.0
Servicio menor a 1 hora,2026-03-16,0.0
Servicio menor a 1 hora,2026-03-17,3.0
Servicio menor a 1 hora,2026-03-18,0.0
Servicio menor a 1 hora,2026-03-19,6.0
Servicio menor a 1 hora,2026-03-20,4.0
Servicio menor a 1 hora,2026-03-21,0.0
Servicio menor a 1 hora,2026-03-22,0.0
Servicio menor a 1 hora,2026-03-23,0.0
Servicio menor a 1 hora,2026-03-24,10.0
Servicio menor a 1 hora,2026-03-25,0.0
Servicio menor a 1 hora,2026-03-26,11.0
Servicio menor a 1 hora,2026-03-27,3.0
Servicio menor a 1 hora,2026-03-28,2.0
Servicio menor a 1 hora,2026-03-29,0.0
Servicio menor a 1 hora,2026-03-30,1.0
Servicio menor a 1 hora,2026-03-31,1.0
Servicio menor a 1 hora,2026-04-01,0.0
Servicio menor a 1 hora,2026-04-02,0.0
Servicio menor a 1 hora,2026-04-03,0.0
Servicio menor a 1 hora,2026-04-04,0.0
Servicio menor a 1 hora,2026-04-05,0.0
Servicio menor a 1 hora,2026-04-06,11.0
Servicio menor a 1 hora,2026-04-07,7.0
Servicio menor a 1 hora,2026-04-08,0.0
Servicio menor a 1 hora,2026-04-09,7.0
Servicio menor a 1 hora,2026-04-10,4.0
Servicio menor a 1 hora,2026-04-11,0.0
Servicio menor a 1 hora,2026-04-12,0.0
Servicio menor a 1 hora,2026-04-13,0.0
Servicio menor a 1 hora,2026-04-14,7.0
Servicio menor a 1 hora,2026-04-15,1.0
Servicio menor a 1 hora,2026-04-16,0.0
Servicio menor a 1 hora,2026-04-17,13.0
Servicio menor a 1 hora,2026-04-18,0.0
Servicio menor a 1 hora,2026-04-19,0.0
Servicio menor a 1 hora,2026-04-20,0.0
Servicio menor a 1 hora,2026-04-21,5.0
Servicio menor a 1 hora,2026-04-22,0.0
Servicio menor a 1 hora,2026-04-23,16.0
Servicio menor a 1 hora,2026-04-24,5.0
Servicio menor a 1 hora,2026-04-25,0.0
Servicio menor a 1 hora,2026-04-26,0.0
Servicio menor a 1 hora,2026-04-27,0.0
Servicio menor a 1 hora,2026-04-28,0.0
Servicio menor a 1 hora,2026-04-29,10.0
Servicio menor a 1 hora,2026-04-30,9.0
Servicio menor a 1 hora,2026-05-01,0.0
Servicio menor a 1 hora,2026-05-02,0.0
Servicio menor a 1 hora,2026-05-03,0.0
Servicio menor a 1 hora,2026-05-04,16.0
Servicio menor a 1 hora,2026-05-05,6.0
Servicio menor a 1 hora,2026-05-06,0.0
Servicio menor a 1 hora,2026-05-07,0.0
Servicio menor a 1 hora,2026-05-08,0.0
Servicio menor a 1 hora,2026-05-09,1.0
Servicio menor a 1 hora,2026-05-10,0.0
Servicio menor a 1 hora,2026-05-11,0.0
Servicio menor a 1 hora,2026-05-12,0.0
Servicio menor a 1 hora,2026-05-13,1.0
Servicio menor a 1 hora,2026-05-14,0.0
Servicio menor a 1 hora,2026-05-15,0.0
Servicio menor a 1 hora,2026-05-16,0.0
Servicio menor a 1 hora,2026-05-17,0.0
Servicio menor a 1 hora,2026-05-18,0.0
Servicio menor a 1 hora,2026-05-19,0.0
Servicio menor a 1 hora,2026-05-20,2.0
Servicio menor a 1 hora,2026-05-21,0.0
Servicio menor a 1 hora,2026-05-22,0.0
Servicio menor a 1 hora,2026-05-23,0.0
Servicio menor a 1 hora,2026-05-24,0.0
Servicio menor a 1 hora,2026-05-25,0.0
Servicio menor a 1 hora,2026-05-26,0.0
Servicio menor a 1 hora,2026-05-27,0.0
Servicio menor a 1 hora,2026-05-28,5.0
Servicio menor a 1 hora,2026-05-29,4.0
Servicio menor a 1 hora,2026-05-30,0.0
Servicio menor a 1 hora,2026-05-31,0.0
Servicio menor a 1 hora,2026-06-01,0.0
Servicio menor a 1 hora,2026-06-02,6.0
Servicio menor a 1 hora,2026-06-03,0.0
Servicio menor a 1 hora,2026-06-04,2.0
Servicio menor a 1 hora,2026-06-05,2.0
Servicio menor a 1 hora,2026-06-06,0.0
Servicio menor a 1 hora,2026-06-07,0.0
Servicio menor a 1 hora,2026-06-08,1.0
Servicio menor a 1 hora,2026-06-09,1.0
Servicio menor a 1 hora,2026-06-10,1.0
Servicio menor a 1 hora,2026-06-11,2.0
Servicio menor a 1 hora,2026-06-12,1.0
Servicio menor a 1 hora,2026-06-13,0.0
Servicio menor a 1 hora,2026-06-14,0.0
Servicio menor a 1 hora,2026-06-15,0.0
Servicio menor a 1 hora,2026-06-16,0.0
Servicio menor a 1 hora,2026-06-17,0.0
Servicio menor a 1 hora,2026-06-18,3.0
Servicio menor a 1 hora,2026-06-19,2.0
Servicio menor a 1 hora,2026-06-20,0.0
Servicio menor a 1 hora,2026-06-21,0.0
Servicio menor a 1 hora,2026-06-22,0.0
Servicio menor a 1 hora,2026-06-23,5.0
Servicio menor a 1 hora,2026-06-24,0.0
Servicio menor a 1 hora,2026-06-25,1.0
Servicio menor a 1 hora,2026-06-26,0.0
Servicio menor a 1 hora,2026-06-27,0.0
Servicio menor a 1 hora,2026-06-28,0.0
Servicio menor a 1 hora,2026-06-29,1.0
Servicio menor a 1 hora,2026-06-30,8.0
Servicio menor a 1 hora,2026-07-01,0.0
Servicio menor a 1 hora,2026-07-02,1.0
Servicio menor a 1 hora,2026-07-03,0.0
Servicio menor a 1 hora,2026-07-04,0.0
Servicio menor a 1 hora,2026-07-05,0.0
Servicio menor a 1 hora,2026-07-06,0.0
Etiqueta Blanco y Negro,2026-01-19,1.0
Etiqueta Blanco y Negro,2026-01-20,2.0
Etiqueta Blanco y Negro,2026-01-21,1.0
Etiqueta Blanco y Negro,2026-01-22,1.0
Etiqueta Blanco y Negro,2026-01-23,2.0
Etiqueta Blanco y Negro,2026-01-24,0.0
Etiqueta Blanco y Negro,2026-01-25,0.0
Etiqueta Blanco y Negro,2026-01-26,0.0
Etiqueta Blanco y Negro,2026-01-27,0.0
Etiqueta Blanco y Negro,2026-01-28,0.0
Etiqueta Blanco y Negro,2026-01-29,1.0
Etiqueta Blanco y Negro,2026-01-30,6.0
Etiqueta Blanco y Negro,2026-01-31,1.0
Etiqueta Blanco y Negro,2026-02-01,0.0
Etiqueta Blanco y Negro,2026-02-02,6.0
Etiqueta Blanco y Negro,2026-02-03,6.0
Etiqueta Blanco y Negro,2026-02-04,1.0
Etiqueta Blanco y Negro,2026-02-05,3.0
Etiqueta Blanco y Negro,2026-02-06,5.0
Etiqueta Blanco y Negro,2026-02-07,1.0
Etiqueta Blanco y Negro,2026-02-08,0.0
Etiqueta Blanco y Negro,2026-02-09,2.0
Etiqueta Blanco y Negro,2026-02-10,1.0
Etiqueta Blanco y Negro,2026-02-11,1.0
Etiqueta Blanco y Negro,2026-02-12,1.0
Etiqueta Blanco y Negro,2026-02-13,0.0
Etiqueta Blanco y Negro,2026-02-14,0.0
Etiqueta Blanco y Negro,2026-02-15,0.0
Etiqueta Blanco y Negro,2026-02-16,0.0
Etiqueta Blanco y Negro,2026-02-17,1.0
Etiqueta Blanco y Negro,2026-02-18,0.0
Etiqueta Blanco y Negro,2026-02-19,4.0
Etiqueta Blanco y Negro,2026-02-20,0.0
Etiqueta Blanco y Negro,2026-02-21,0.0
Etiqueta Blanco y Negro,2026-02-22,0.0
Etiqueta Blanco y Negro,2026-02-23,1.0
Etiqueta Blanco y Negro,2026-02-24,1.0
Etiqueta Blanco y Negro,2026-02-25,0.0
Etiqueta Blanco y Negro,2026-02-26,0.0
Etiqueta Blanco y Negro,2026-02-27,1.0
Etiqueta Blanco y Negro,2026-02-28,5.0
Etiqueta Blanco y Negro,2026-03-01,0.0
Etiqueta Blanco y Negro,2026-03-02,2.0
Etiqueta Blanco y Negro,2026-03-03,1.0
Etiqueta Blanco y Negro,2026-03-04,1.0
Etiqueta Blanco y Negro,2026-03-05,0.0
Etiqueta Blanco y Negro,2026-03-06,0.0
Etiqueta Blanco y Negro,2026-03-07,0.0
Etiqueta Blanco y Negro,2026-03-08,0.0
Etiqueta Blanco y Negro,2026-03-09,1.0
Etiqueta Blanco y Negro,2026-03-10,0.0
Etiqueta Blanco y Negro,2026-03-11,1.0
Etiqueta Blanco y Negro,2026-03-12,2.0
Etiqueta Blanco y Negro,2026-03-13,0.0
Etiqueta Blanco y Negro,2026-03-14,0.0
Etiqueta Blanco y Negro,2026-03-15,0.0
Etiqueta Blanco y Negro,2026-03-16,0.0
Etiqueta Blanco y Negro,2026-03-17,1.0
Etiqueta Blanco y Negro,2026-03-18,0.0
Etiqueta Blanco y Negro,2026-03-19,0.0
Etiqueta Blanco y Negro,2026-03-20,0.0
Etiqueta Blanco y Negro,2026-03-21,0.0
Etiqueta Blanco y Negro,2026-03-22,0.0
Etiqueta Blanco y Negro,2026-03-23,1.0
Etiqueta Blanco y Negro,2026-03-24,0.0
Etiqueta Blanco y Negro,2026-03-25,0.0
Etiqueta Blanco y Negro,2026-03-26,0.0
Etiqueta Blanco y Negro,2026-03-27,0.0
Etiqueta Blanco y Negro,2026-03-28,0.0
Etiqueta Blanco y Negro,2026-03-29,0.0
Etiqueta Blanco y Negro,2026-03-30,5.0
Etiqueta Blanco y Negro,2026-03-31,0.0
Etiqueta Blanco y Negro,2026-04-01,0.0
Etiqueta Blanco y Negro,2026-04-02,0.0
Etiqueta Blanco y Negro,2026-04-03,0.0
Etiqueta Blanco y Negro,2026-04-04,0.0
Etiqueta Blanco y Negro,2026-04-05,0.0
Etiqueta Blanco y Negro,2026-04-06,2.0
Etiqueta Blanco y Negro,2026-04-07,5.0
Etiqueta Blanco y Negro,2026-04-08,1.0
Etiqueta Blanco y Negro,2026-04-09,3.0
Etiqueta Blanco y Negro,2026-04-10,2.0
Etiqueta Blanco y Negro,2026-04-11,0.0
Etiqueta Blanco y Negro,2026-04-12,0.0
Etiqueta Blanco y Negro,2026-04-13,0.0
Etiqueta Blanco y Negro,2026-04-14,0.0
Etiqueta Blanco y Negro,2026-04-15,0.0
Etiqueta Blanco y Negro,2026-04-16,0.0
Etiqueta Blanco y Negro,2026-04-17,0.0
Etiqueta Blanco y Negro,2026-04-18,0.0
Etiqueta Blanco y Negro,2026-04-19,0.0
Etiqueta Blanco y Negro,2026-04-20,4.0
Etiqueta Blanco y Negro,2026-04-21,4.0
Etiqueta Blanco y Negro,2026-04-22,1.0
Etiqueta Blanco y Negro,2026-04-23,2.0
Etiqueta Blanco y Negro,2026-04-24,0.0
Etiqueta Blanco y Negro,2026-04-25,0.0
Etiqueta Blanco y Negro,2026-04-26,0.0
Etiqueta Blanco y Negro,2026-04-27,2.0
Etiqueta Blanco y Negro,2026-04-28,4.0
Etiqueta Blanco y Negro,2026-04-29,1.0
Etiqueta Blanco y Negro,2026-04-30,5.0
Etiqueta Blanco y Negro,2026-05-01,0.0
Etiqueta Blanco y Negro,2026-05-02,0.0
Etiqueta Blanco y Negro,2026-05-03,0.0
Etiqueta Blanco y Negro,2026-05-04,0.0
Etiqueta Blanco y Negro,2026-05-05,1.0
Etiqueta Blanco y Negro,2026-05-06,1.0
Etiqueta Blanco y Negro,2026-05-07,1.0
Etiqueta Blanco y Negro,2026-05-08,0.0
Etiqueta Blanco y Negro,2026-05-09,0.0
Etiqueta Blanco y Negro,2026-05-10,0.0
Etiqueta Blanco y Negro,2026-05-11,1.0
Etiqueta Blanco y Negro,2026-05-12,2.0
Etiqueta Blanco y Negro,2026-05-13,0.0
Etiqueta Blanco y Negro,2026-05-14,1.0
Etiqueta Blanco y Negro,2026-05-15,0.0
Etiqueta Blanco y Negro,2026-05-16,2.0
Etiqueta Blanco y Negro,2026-05-17,0.0
Etiqueta Blanco y Negro,2026-05-18,1.0
Etiqueta Blanco y Negro,2026-05-19,0.0
Etiqueta Blanco y Negro,2026-05-20,0.0
Etiqueta Blanco y Negro,2026-05-21,1.0
Etiqueta Blanco y Negro,2026-05-22,1.0
Etiqueta Blanco y Negro,2026-05-23,0.0
Etiqueta Blanco y Negro,2026-05-24,0.0
Etiqueta Blanco y Negro,2026-05-25,3.0
Etiqueta Blanco y Negro,2026-05-26,1.0
Etiqueta Blanco y Negro,2026-05-27,1.0
Etiqueta Blanco y Negro,2026-05-28,3.0
Etiqueta Blanco y Negro,2026-05-29,0.0
Etiqueta Blanco y Negro,2026-05-30,0.0
Etiqueta Blanco y Negro,2026-05-31,0.0
Etiqueta Blanco y Negro,2026-06-01,2.0
Etiqueta Blanco y Negro,2026-06-02,0.0
Etiqueta Blanco y Negro,2026-06-03,0.0
Etiqueta Blanco y Negro,2026-06-04,1.0
Etiqueta Blanco y Negro,2026-06-05,0.0
Etiqueta Blanco y Negro,2026-06-06,0.0
Etiqueta Blanco y Negro,2026-06-07,0.0
Etiqueta Blanco y Negro,2026-06-08,0.0
Etiqueta Blanco y Negro,2026-06-09,3.0
Etiqueta Blanco y Negro,2026-06-10,0.0
Etiqueta Blanco y Negro,2026-06-11,11.0
Etiqueta Blanco y Negro,2026-06-12,0.0
Etiqueta Blanco y Negro,2026-06-13,1.0
Etiqueta Blanco y Negro,2026-06-14,0.0
Etiqueta Blanco y Negro,2026-06-15,3.0
Etiqueta Blanco y Negro,2026-06-16,1.0
Etiqueta Blanco y Negro,2026-06-17,1.0
Etiqueta Blanco y Negro,2026-06-18,1.0
Etiqueta Blanco y Negro,2026-06-19,5.0
Etiqueta Blanco y Negro,2026-06-20,0.0
Etiqueta Blanco y Negro,2026-06-21,0.0
Etiqueta Blanco y Negro,2026-06-22,2.0
Etiqueta Blanco y Negro,2026-06-23,7.0
Etiqueta Blanco y Negro,2026-06-24,2.0
Etiqueta Blanco y Negro,2026-06-25,0.0
Etiqueta Blanco y Negro,2026-06-26,0.0
Etiqueta Blanco y Negro,2026-06-27,0.0
Etiqueta Blanco y Negro,2026-06-28,0.0
Etiqueta Blanco y Negro,2026-06-29,0.0
Etiqueta Blanco y Negro,2026-06-30,1.0
Etiqueta Blanco y Negro,2026-07-01,0.0
Etiqueta Blanco y Negro,2026-07-02,0.0
Etiqueta Blanco y Negro,2026-07-03,1.0
Etiqueta Blanco y Negro,2026-07-04,0.0
Etiqueta Blanco y Negro,2026-07-05,0.0
Etiqueta Blanco y Negro,2026-07-06,0.0
Doble Cara A4 Color,2026-01-19,9.0
Doble Cara A4 Color,2026-01-20,3.0
Doble Cara A4 Color,2026-01-21,0.0
Doble Cara A4 Color,2026-01-22,1.0
Doble Cara A4 Color,2026-01-23,9.0
Doble Cara A4 Color,2026-01-24,4.0
Doble Cara A4 Color,2026-01-25,0.0
Doble Cara A4 Color,2026-01-26,1.0
Doble Cara A4 Color,2026-01-27,0.0
Doble Cara A4 Color,2026-01-28,0.0
Doble Cara A4 Color,2026-01-29,4.0
Doble Cara A4 Color,2026-01-30,0.0
Doble Cara A4 Color,2026-01-31,0.0
Doble Cara A4 Color,2026-02-01,0.0
Doble Cara A4 Color,2026-02-02,2.0
Doble Cara A4 Color,2026-02-03,22.0
Doble Cara A4 Color,2026-02-04,0.0
Doble Cara A4 Color,2026-02-05,0.0
Doble Cara A4 Color,2026-02-06,0.0
Doble Cara A4 Color,2026-02-07,0.0
Doble Cara A4 Color,2026-02-08,0.0
Doble Cara A4 Color,2026-02-09,4.0
Doble Cara A4 Color,2026-02-10,2.0
Doble Cara A4 Color,2026-02-11,1.0
Doble Cara A4 Color,2026-02-12,0.0
Doble Cara A4 Color,2026-02-13,0.0
Doble Cara A4 Color,2026-02-14,4.0
Doble Cara A4 Color,2026-02-15,0.0
Doble Cara A4 Color,2026-02-16,11.0
Doble Cara A4 Color,2026-02-17,0.0
Doble Cara A4 Color,2026-02-18,0.0
Doble Cara A4 Color,2026-02-19,10.0
Doble Cara A4 Color,2026-02-20,0.0
Doble Cara A4 Color,2026-02-21,0.0
Doble Cara A4 Color,2026-02-22,0.0
Doble Cara A4 Color,2026-02-23,31.0
Doble Cara A4 Color,2026-02-24,14.0
Doble Cara A4 Color,2026-02-25,0.0
Doble Cara A4 Color,2026-02-26,0.0
Doble Cara A4 Color,2026-02-27,0.0
Doble Cara A4 Color,2026-02-28,0.0
Doble Cara A4 Color,2026-03-01,0.0
Doble Cara A4 Color,2026-03-02,2.0
Doble Cara A4 Color,2026-03-03,29.0
Doble Cara A4 Color,2026-03-04,0.0
Doble Cara A4 Color,2026-03-05,18.0
Doble Cara A4 Color,2026-03-06,1.0
Doble Cara A4 Color,2026-03-07,3.0
Doble Cara A4 Color,2026-03-08,0.0
Doble Cara A4 Color,2026-03-09,0.0
Doble Cara A4 Color,2026-03-10,15.0
Doble Cara A4 Color,2026-03-11,0.0
Doble Cara A4 Color,2026-03-12,4.0
Doble Cara A4 Color,2026-03-13,0.0
Doble Cara A4 Color,2026-03-14,12.0
Doble Cara A4 Color,2026-03-15,0.0
Doble Cara A4 Color,2026-03-16,0.0
Doble Cara A4 Color,2026-03-17,0.0
Doble Cara A4 Color,2026-03-18,0.0
Doble Cara A4 Color,2026-03-19,0.0
Doble Cara A4 Color,2026-03-20,0.0
Doble Cara A4 Color,2026-03-21,18.0
Doble Cara A4 Color,2026-03-22,0.0
Doble Cara A4 Color,2026-03-23,0.0
Doble Cara A4 Color,2026-03-24,8.0
Doble Cara A4 Color,2026-03-25,0.0
Doble Cara A4 Color,2026-03-26,6.0
Doble Cara A4 Color,2026-03-27,54.0
Doble Cara A4 Color,2026-03-28,0.0
Doble Cara A4 Color,2026-03-29,0.0
Doble Cara A4 Color,2026-03-30,0.0
Doble Cara A4 Color,2026-03-31,0.0
Doble Cara A4 Color,2026-04-01,0.0
Doble Cara A4 Color,2026-04-02,0.0
Doble Cara A4 Color,2026-04-03,0.0
Doble Cara A4 Color,2026-04-04,0.0
Doble Cara A4 Color,2026-04-05,0.0
Doble Cara A4 Color,2026-04-06,0.0
Doble Cara A4 Color,2026-04-07,6.0
Doble Cara A4 Color,2026-04-08,107.0
Doble Cara A4 Color,2026-04-09,8.0
Doble Cara A4 Color,2026-04-10,0.0
Doble Cara A4 Color,2026-04-11,0.0
Doble Cara A4 Color,2026-04-12,0.0
Doble Cara A4 Color,2026-04-13,1.0
Doble Cara A4 Color,2026-04-14,0.0
Doble Cara A4 Color,2026-04-15,0.0
Doble Cara A4 Color,2026-04-16,2.0
Doble Cara A4 Color,2026-04-17,10.0
Doble Cara A4 Color,2026-04-18,0.0
Doble Cara A4 Color,2026-04-19,0.0
Doble Cara A4 Color,2026-04-20,0.0
Doble Cara A4 Color,2026-04-21,27.0
Doble Cara A4 Color,2026-04-22,6.0
Doble Cara A4 Color,2026-04-23,0.0
Doble Cara A4 Color,2026-04-24,0.0
Doble Cara A4 Color,2026-04-25,0.0
Doble Cara A4 Color,2026-04-26,0.0
Doble Cara A4 Color,2026-04-27,0.0
Doble Cara A4 Color,2026-04-28,0.0
Doble Cara A4 Color,2026-04-29,9.0
Doble Cara A4 Color,2026-04-30,0.0
Doble Cara A4 Color,2026-05-01,0.0
Doble Cara A4 Color,2026-05-02,0.0
Doble Cara A4 Color,2026-05-03,0.0
Doble Cara A4 Color,2026-05-04,22.0
Doble Cara A4 Color,2026-05-05,0.0
Doble Cara A4 Color,2026-05-06,11.0
Doble Cara A4 Color,2026-05-07,2.0
Doble Cara A4 Color,2026-05-08,0.0
Doble Cara A4 Color,2026-05-09,0.0
Doble Cara A4 Color,2026-05-10,0.0
Doble Cara A4 Color,2026-05-11,6.0
Doble Cara A4 Color,2026-05-12,56.0
Doble Cara A4 Color,2026-05-13,60.0
Doble Cara A4 Color,2026-05-14,6.0
Doble Cara A4 Color,2026-05-15,0.0
Doble Cara A4 Color,2026-05-16,3.0
Doble Cara A4 Color,2026-05-17,0.0
Doble Cara A4 Color,2026-05-18,0.0
Doble Cara A4 Color,2026-05-19,2.0
Doble Cara A4 Color,2026-05-20,0.0
Doble Cara A4 Color,2026-05-21,0.0
Doble Cara A4 Color,2026-05-22,0.0
Doble Cara A4 Color,2026-05-23,18.0
Doble Cara A4 Color,2026-05-24,0.0
Doble Cara A4 Color,2026-05-25,0.0
Doble Cara A4 Color,2026-05-26,2.0
Doble Cara A4 Color,2026-05-27,0.0
Doble Cara A4 Color,2026-05-28,29.0
Doble Cara A4 Color,2026-05-29,0.0
Doble Cara A4 Color,2026-05-30,9.0
Doble Cara A4 Color,2026-05-31,0.0
Doble Cara A4 Color,2026-06-01,3.0
Doble Cara A4 Color,2026-06-02,41.0
Doble Cara A4 Color,2026-06-03,1.0
Doble Cara A4 Color,2026-06-04,0.0
Doble Cara A4 Color,2026-06-05,0.0
Doble Cara A4 Color,2026-06-06,0.0
Doble Cara A4 Color,2026-06-07,0.0
Doble Cara A4 Color,2026-06-08,1.0
Doble Cara A4 Color,2026-06-09,0.0
Doble Cara A4 Color,2026-06-10,0.0
Doble Cara A4 Color,2026-06-11,32.0
Doble Cara A4 Color,2026-06-12,1.0
Doble Cara A4 Color,2026-06-13,0.0
Doble Cara A4 Color,2026-06-14,0.0
Doble Cara A4 Color,2026-06-15,7.0
Doble Cara A4 Color,2026-06-16,11.0
Doble Cara A4 Color,2026-06-17,0.0
Doble Cara A4 Color,2026-06-18,0.0
Doble Cara A4 Color,2026-06-19,3.0
Doble Cara A4 Color,2026-06-20,0.0
Doble Cara A4 Color,2026-06-21,0.0
Doble Cara A4 Color,2026-06-22,35.0
Doble Cara A4 Color,2026-06-23,0.0
Doble Cara A4 Color,2026-06-24,1.0
Doble Cara A4 Color,2026-06-25,0.0
Doble Cara A4 Color,2026-06-26,0.0
Doble Cara A4 Color,2026-06-27,0.0
Doble Cara A4 Color,2026-06-28,0.0
Doble Cara A4 Color,2026-06-29,1.0
Doble Cara A4 Color,2026-06-30,0.0
Doble Cara A4 Color,2026-07-01,13.0
Doble Cara A4 Color,2026-07-02,0.0
Doble Cara A4 Color,2026-07-03,0.0
Doble Cara A4 Color,2026-07-04,7.0
Doble Cara A4 Color,2026-07-05,0.0
Doble Cara A4 Color,2026-07-06,0.0
Encuadernación peq,2026-01-19,1.0
Encuadernación peq,2026-01-20,3.0
Encuadernación peq,2026-01-21,0.0
Encuadernación peq,2026-01-22,0.0
Encuadernación peq,2026-01-23,1.0
Encuadernación peq,2026-01-24,0.0
Encuadernación peq,2026-01-25,0.0
Encuadernación peq,2026-01-26,2.0
Encuadernación peq,2026-01-27,1.0
Encuadernación peq,2026-01-28,0.0
Encuadernación peq,2026-01-29,0.0
Encuadernación peq,2026-01-30,0.0
Encuadernación peq,2026-01-31,0.0
Encuadernación peq,2026-02-01,0.0
Encuadernación peq,2026-02-02,0.0
Encuadernación peq,2026-02-03,2.0
Encuadernación peq,2026-02-04,0.0
Encuadernación peq,2026-02-05,1.0
Encuadernación peq,2026-02-06,0.0
Encuadernación peq,2026-02-07,0.0
Encuadernación peq,2026-02-08,0.0
Encuadernación peq,2026-02-09,2.0
Encuadernación peq,2026-02-10,6.0
Encuadernación peq,2026-02-11,1.0
Encuadernación peq,2026-02-12,0.0
Encuadernación peq,2026-02-13,0.0
Encuadernación peq,2026-02-14,0.0
Encuadernación peq,2026-02-15,0.0
Encuadernación peq,2026-02-16,0.0
Encuadernación peq,2026-02-17,4.0
Encuadernación peq,2026-02-18,0.0
Encuadernación peq,2026-02-19,0.0
Encuadernación peq,2026-02-20,1.0
Encuadernación peq,2026-02-21,0.0
Encuadernación peq,2026-02-22,0.0
Encuadernación peq,2026-02-23,0.0
Encuadernación peq,2026-02-24,2.0
Encuadernación peq,2026-02-25,0.0
Encuadernación peq,2026-02-26,0.0
Encuadernación peq,2026-02-27,1.0
Encuadernación peq,2026-02-28,2.0
Encuadernación peq,2026-03-01,0.0
Encuadernación peq,2026-03-02,1.0
Encuadernación peq,2026-03-03,0.0
Encuadernación peq,2026-03-04,0.0
Encuadernación peq,2026-03-05,1.0
Encuadernación peq,2026-03-06,0.0
Encuadernación peq,2026-03-07,0.0
Encuadernación peq,2026-03-08,0.0
Encuadernación peq,2026-03-09,1.0
Encuadernación peq,2026-03-10,2.0
Encuadernación peq,2026-03-11,1.0
Encuadernación peq,2026-03-12,0.0
Encuadernación peq,2026-03-13,1.0
Encuadernación peq,2026-03-14,0.0
Encuadernación peq,2026-03-15,0.0
Encuadernación peq,2026-03-16,0.0
Encuadernación peq,2026-03-17,1.0
Encuadernación peq,2026-03-18,0.0
Encuadernación peq,2026-03-19,1.0
Encuadernación peq,2026-03-20,0.0
Encuadernación peq,2026-03-21,0.0
Encuadernación peq,2026-03-22,0.0
Encuadernación peq,2026-03-23,22.0
Encuadernación peq,2026-03-24,0.0
Encuadernación peq,2026-03-25,1.0
Encuadernación peq,2026-03-26,2.0
Encuadernación peq,2026-03-27,0.0
Encuadernación peq,2026-03-28,1.0
Encuadernación peq,2026-03-29,0.0
Encuadernación peq,2026-03-30,0.0
Encuadernación peq,2026-03-31,0.0
Encuadernación peq,2026-04-01,0.0
Encuadernación peq,2026-04-02,0.0
Encuadernación peq,2026-04-03,0.0
Encuadernación peq,2026-04-04,0.0
Encuadernación peq,2026-04-05,0.0
Encuadernación peq,2026-04-06,0.0
Encuadernación peq,2026-04-07,2.0
Encuadernación peq,2026-04-08,1.0
Encuadernación peq,2026-04-09,1.0
Encuadernación peq,2026-04-10,0.0
Encuadernación peq,2026-04-11,1.0
Encuadernación peq,2026-04-12,0.0
Encuadernación peq,2026-04-13,0.0
Encuadernación peq,2026-04-14,0.0
